gene,pearson_corr,pearson_pval,spearman_corr,spearman_pval,abs_pearson,abs_spearman
GENE_GENE_ELAVL4,0.23879838,2.213746938372969e-06,0.23808006245973712,2.3793798354750993e-06,0.23879838,0.23808006245973712
GENE_GENE_CRMP1,0.23826945,2.334595246279148e-06,0.17330732257298836,0.0006475121277571436,0.23826945,0.17330732257298836
GENE_GENE_LINC00341,0.23722437,2.5921799112596774e-06,0.18053643484452886,0.0003772582794874627,0.23722437,0.18053643484452886
GENE_GENE_NOL4,0.2369593,2.661689795301418e-06,0.30860665118171643,6.443502085958101e-10,0.2369593,0.30860665118171643
GENE_GENE_CCP110,0.23423108,3.4889509359812622e-06,0.2239032670984368,9.438603764233803e-06,0.23423108,0.2239032670984368
GENE_GENE_ACN9,0.23374173,3.6612360794146784e-06,0.13050464548506324,0.01046787382579597,0.23374173,0.13050464548506324
GENE_GENE_BCL2,0.2330103,3.933985973511819e-06,0.2491096860059001,7.662641160087279e-07,0.2330103,0.2491096860059001
GENE_GENE_CSRNP3,0.23279977,4.016013432952277e-06,0.26238725373842864,1.8220109616614518e-07,0.23279977,0.26238725373842864
GENE_GENE_DUSP26,0.23150922,4.555681466561326e-06,0.26188349835543046,1.9268823613407562e-07,0.23150922,0.26188349835543046
GENE_GENE_POLA1,0.2307871,4.887172120585291e-06,0.21410409107863418,2.3260074819678506e-05,0.2307871,0.21410409107863418
GENE_GENE_THOP1,0.23069954,4.928864925684522e-06,0.19611576413142992,0.00010965624725861328,0.23069954,0.19611576413142992
GENE_GENE_FAM76B,0.22995323,5.298497582618118e-06,0.16342888508358483,0.001310220628932567,0.22995323,0.16342888508358483
GENE_GENE_nan,0.2296662,5.447603833830182e-06,0.2315301702214235,4.546387723297882e-06,0.2296662,0.2315301702214235
GENE_GENE_KHDRBS3,0.22949839,5.536633836437003e-06,0.234473864907938,3.406387005473116e-06,0.22949839,0.234473864907938
GENE_GENE_FAM155A,0.22938,5.600255185077906e-06,0.18021387881048453,0.00038663356290004244,0.22938,0.18021387881048453
GENE_GENE_TPP2,0.2289747,5.8234135801567965e-06,0.13516136278864738,0.007997937108898817,0.2289747,0.13516136278864738
GENE_GENE_ENO2,0.22885177,5.892741367056534e-06,0.21859719914550205,1.5460045058761722e-05,0.22885177,0.21859719914550205
GENE_GENE_KLHL23,0.22866933,5.997144183373978e-06,0.22896264962191856,5.830176373732145e-06,0.22866933,0.22896264962191856
GENE_GENE_FBXO43,0.22837752,6.1676812411486436e-06,0.1893550150893493,0.00018973301693553607,0.22837752,0.1893550150893493
GENE_GENE_SYT11,0.22824799,6.244910533766503e-06,0.2383845919093961,2.3077621811553154e-06,0.22824799,0.2383845919093961
GENE_GENE_NREP,0.22773129,6.562169496966195e-06,0.16995502865280934,0.0008260166827025022,0.22773129,0.16995502865280934
GENE_GENE_ISL1,0.22743753,6.749284059400736e-06,0.14025952833067717,0.005902017398889352,0.22743753,0.14025952833067717
GENE_GENE_ROBO1,0.22710818,6.9650697580951584e-06,0.2557358600929097,3.779175770047805e-07,0.22710818,0.2557358600929097
GENE_GENE_LONRF1,0.22598615,7.750919220267109e-06,0.2182233562781866,1.59997414460578e-05,0.22598615,0.2182233562781866
GENE_GENE_HIRIP3,0.22467563,8.775581827734866e-06,0.19000457766776307,0.0001801427402655195,0.22467563,0.19000457766776307
GENE_GENE_HAUS1,0.22448781,8.932647811502768e-06,0.16921709165508123,0.0008709781865760078,0.22448781,0.16921709165508123
GENE_GENE_LPIN1,0.22410415,9.261705951291751e-06,0.15165643755722083,0.0028880397355949957,0.22410415,0.15165643755722083
GENE_GENE_ALMS1,0.22387627,9.46264780016131e-06,0.15636973992065376,0.00211815816111365,0.22387627,0.15636973992065376
GENE_GENE_DPYSL2,0.2238388,9.49604170266986e-06,0.14714870638499883,0.0038541320104351568,0.2238388,0.14714870638499883
GENE_GENE_SLC35B4,0.22367156,9.646625466729718e-06,0.11793492082330201,0.02080077565340798,0.22367156,0.11793492082330201
GENE_GENE_EXTL2,0.22357003,9.739176393988623e-06,0.19371292267730664,0.0001335327820751842,0.22357003,0.19371292267730664
GENE_GENE_RIMBP2,0.223416,9.88113715714089e-06,0.2674277745752942,1.0341246096449478e-07,0.223416,0.2674277745752942
GENE_GENE_RAB39B,0.22341551,9.881579705714714e-06,0.19821704079210606,9.212417626769516e-05,0.22341551,0.19821704079210606
GENE_GENE_REV3L,0.22254713,1.071952039965735e-05,0.23434776711539115,3.4490394453515256e-06,0.22254713,0.23434776711539115
GENE_GENE_MEX3B,0.22248802,1.0778971498495512e-05,0.1839434064629887,0.0002903552893753977,0.22248802,0.1839434064629887
GENE_GENE_CNRIP1,0.22247314,1.0794003531544162e-05,0.21787939540876877,1.6512058551550287e-05,0.22247314,0.21787939540876877
GENE_GENE_CDC7,0.22240303,1.0864982082713827e-05,0.2011274626157133,7.215651141934502e-05,0.22240303,0.2011274626157133
GENE_GENE_JAM3,0.22202796,1.125234455192508e-05,0.2036521735444712,5.821123615379329e-05,0.22202796,0.2036521735444712
GENE_GENE_C4orf46,0.22143202,1.1895129764683613e-05,0.1603804974398969,0.0016160670000621683,0.22143202,0.1603804974398969
GENE_GENE_C9orf72,0.22140732,1.192247952729501e-05,0.1987538571089485,8.80883105062295e-05,0.22140732,0.1987538571089485
GENE_GENE_FSD1,0.22111113,1.2255374480513133e-05,0.19075247533145706,0.00016966344979192193,0.22111113,0.19075247533145706
GENE_GENE_GDAP1,0.22097191,1.2414941218330922e-05,0.25926469092265436,2.572700321068976e-07,0.22097191,0.25926469092265436
GENE_GENE_CEP152,0.22042081,1.3066101628865386e-05,0.1180822115221593,0.020640942020642924,0.22042081,0.1180822115221593
GENE_GENE_RTN1,0.22005458,1.351661027876618e-05,0.2528169611067783,5.172316378177683e-07,0.22005458,0.2528169611067783
GENE_GENE_CHAMP1,0.21993385,1.3668374997164374e-05,0.14175341629649724,0.005389238855638892,0.21993385,0.14175341629649724
GENE_GENE_RFC3,0.21924904,1.456016716802008e-05,0.18391437218134343,0.0002910096043181097,0.21924904,0.18391437218134343
GENE_GENE_GPR19,0.21895719,1.4956724291285746e-05,0.2333008375436574,3.823402431411361e-06,0.21895719,0.2333008375436574
GENE_GENE_DLL3,0.2187725,1.5212926333558558e-05,0.2309412193550575,4.8145238730554314e-06,0.2187725,0.2309412193550575
GENE_GENE_ZNF428,0.21855986,1.5513160649143838e-05,0.1592621477738971,0.0017437888372515678,0.21855986,0.1592621477738971
GENE_GENE_IGFBPL1,0.21809852,1.618390872095332e-05,0.22316872096571835,1.0113155381283597e-05,0.21809852,0.22316872096571835
GENE_GENE_DYM,0.21791343,1.646074079585427e-05,0.17090256349394728,0.0007714289693805612,0.21791343,0.17090256349394728
GENE_GENE_ZNF100,0.21764924,1.6863550751991364e-05,0.1629437794581398,0.001355030107342904,0.21764924,0.1629437794581398
GENE_GENE_C7orf41,0.21712217,1.7695292760657225e-05,0.24057148791156624,1.8507835909345847e-06,0.21712217,0.24057148791156624
GENE_GENE_BLMH,0.21678475,1.824819155455884e-05,0.12041936523007017,0.018243864251960756,0.21678475,0.12041936523007017
GENE_GENE_CHGA,0.21670622,1.8379027616416855e-05,0.2352395770764589,3.158006731975688e-06,0.21670622,0.2352395770764589
GENE_GENE_ZADH2,0.21670382,1.838321785694236e-05,0.2059694059204503,4.768608675771539e-05,0.21670382,0.2059694059204503
GENE_GENE_NNT,0.2164087,1.8883467276883316e-05,0.0874211623885253,0.08711993188104179,0.2164087,0.0874211623885253
GENE_GENE_STMN2,0.21591413,1.9751157214749053e-05,0.27231676613204026,5.903462231675887e-08,0.21591413,0.27231676613204026
GENE_GENE_EXO1,0.21534383,2.0798576710715817e-05,0.14558551761554372,0.00425209866139447,0.21534383,0.14558551761554372
GENE_GENE_EZH2,0.21484253,2.1762527318469068e-05,0.15256836831575735,0.0027217017329974227,0.21484253,0.15256836831575735
GENE_GENE_RTTN,0.21453986,2.236491665863295e-05,0.19481070496083552,0.00012207537399945204,0.21453986,0.19481070496083552
GENE_GENE_FBXO5,0.21446833,2.2509560897506017e-05,0.14441121867688447,0.004575081377349587,0.21446833,0.14441121867688447
GENE_GENE_TMEM35,0.21423827,2.2980871011296864e-05,0.23496511647621307,3.2449771237884767e-06,0.21423827,0.23496511647621307
GENE_GENE_TMEM206,0.21393488,2.361667810437398e-05,0.19531763927978024,0.00011710216207522656,0.21393488,0.19531763927978024
GENE_GENE_CD200,0.21383181,2.3836547995823e-05,0.24998177410057307,6.989825697896964e-07,0.21383181,0.24998177410057307
GENE_GENE_MCM3,0.21362303,2.428757775678289e-05,0.16446999532007647,0.0012186151347864966,0.21362303,0.16446999532007647
GENE_GENE_KIF1A,0.21232589,2.7276830116898487e-05,0.26372622155911973,1.569296608572543e-07,0.21232589,0.26372622155911973
GENE_GENE_DUT,0.21177538,2.8648061075901705e-05,0.15383888304906582,0.002504478120667153,0.21177538,0.15383888304906582
GENE_GENE_ECHDC1,0.21172582,2.877473867021778e-05,0.06479349632091147,0.2051980907896956,0.21172582,0.06479349632091147
GENE_GENE_BAI3,0.21171409,2.880496353473176e-05,0.2549585042894442,4.1101400155467247e-07,0.21171409,0.2549585042894442
GENE_GENE_CYFIP2,0.21124424,3.0032869936220052e-05,0.14138868637889526,0.005510592428781769,0.21124424,0.14138868637889526
GENE_GENE_NRSN1,0.21084636,3.111116728745631e-05,0.22903131463836424,5.791740773239589e-06,0.21084636,0.22903131463836424
GENE_GENE_HES6,0.20921028,3.594360584165197e-05,0.2435851191889051,1.360778268624178e-06,0.20921028,0.2435851191889051
GENE_GENE_MAPRE2,0.20892313,3.686186950709731e-05,0.16564608694177882,0.0011222425393888626,0.20892313,0.16564608694177882
GENE_GENE_FASTKD1,0.20877938,3.7329863645155745e-05,0.15314163643145368,0.002621649373206484,0.20877938,0.15314163643145368
GENE_GENE_DTL,0.20863497,3.7805447675243916e-05,0.14238517683361024,0.005184714193339587,0.20863497,0.14238517683361024
GENE_GENE_FAM184A,0.20859115,3.795109992338529e-05,0.23061166966193075,4.971075308472124e-06,0.20859115,0.23061166966193075
GENE_GENE_TMEM209,0.20824525,3.911801861516203e-05,0.17308988335424366,0.000657907723391548,0.20824525,0.17308988335424366
GENE_GENE_TDRD3,0.20784542,4.0509423135147046e-05,0.1994627598250314,8.301320825956084e-05,0.20784542,0.1994627598250314
GENE_GENE_ENHO,0.20770773,4.0999308247881625e-05,0.2504094469499169,6.680965535447267e-07,0.20770773,0.2504094469499169
GENE_GENE_BLM,0.20716591,4.2981941129367005e-05,0.1524529810182018,0.002742255573835814,0.20716591,0.1524529810182018
GENE_GENE_TAF5,0.20676018,4.452581252014784e-05,0.15131205282967683,0.0029532237371789607,0.20676018,0.15131205282967683
GENE_GENE_C8orf40,0.20627433,4.6443397220636926e-05,0.1439036485707504,0.004721411402656899,0.20627433,0.1439036485707504
GENE_GENE_FAM161A,0.2062413,4.657650514228707e-05,0.18040270760571026,0.0003811191578550782,0.2062413,0.18040270760571026
GENE_GENE_SAP30,0.20610893,4.7113521403833345e-05,0.13821928724017496,0.00667302594048464,0.20610893,0.13821928724017496
GENE_GENE_DPYSL4,0.20583406,4.824791014125848e-05,0.21993341188837273,1.3668950586554497e-05,0.20583406,0.21993341188837273
GENE_GENE_TMEM74,0.20575723,4.856929055542939e-05,0.23672624699060732,2.724299163339059e-06,0.20575723,0.23672624699060732
GENE_GENE_NARS2,0.20498395,5.192126732306252e-05,0.20324187887830183,6.0289562583798e-05,0.20498395,0.20324187887830183
GENE_GENE_UNC13A,0.2047246,5.309373979118108e-05,0.26324853345088334,1.655314177496628e-07,0.2047246,0.26324853345088334
GENE_GENE_ASCL1,0.20444836,5.436963325867116e-05,0.25240878573124004,5.402692013306968e-07,0.20444836,0.25240878573124004
GENE_GENE_RNF182,0.2037771,5.7592096448860705e-05,0.19336450103421382,0.00013737525803493342,0.2037771,0.19336450103421382
GENE_GENE_PHACTR1,0.20346582,5.9146683691901723e-05,0.2297336475534909,5.41223120815326e-06,0.20346582,0.2297336475534909
GENE_GENE_ANKRD32,0.2032502,6.02468814343992e-05,0.16493167407005527,0.0011799103851433293,0.2032502,0.16493167407005527
GENE_GENE_NCAPD3,0.20312145,6.091288757033747e-05,0.1774914380658506,0.00047485379379287585,0.20312145,0.1774914380658506
GENE_GENE_SRM,0.20300719,6.1509465129046e-05,0.1801791224441355,0.000387656618314281,0.20300719,0.1801791224441355
GENE_GENE_JAKMIP2,0.20268314,6.323282814579625e-05,0.19787837814926587,9.475910740535618e-05,0.20268314,0.19787837814926587
GENE_GENE_POLR3G,0.20265816,6.336716420480216e-05,0.14995930961988405,0.003222410992769438,0.20265816,0.14995930961988405
GENE_GENE_ZCCHC18,0.20246422,6.44221675084544e-05,0.15781636770540164,0.0019226002792446942,0.20246422,0.15781636770540164
GENE_GENE_LINC00526,0.20242697,6.462701766887122e-05,0.2002225255162592,7.788022028100205e-05,0.20242697,0.2002225255162592
GENE_GENE_DCX,0.20199499,6.704330348718145e-05,0.22053846936353463,1.2924445778998344e-05,0.20199499,0.22053846936353463
GENE_GENE_MYL6B,0.20196217,6.723014420099125e-05,0.1276760282798142,0.012278822055460024,0.20196217,0.1276760282798142
GENE_GENE_CTNNA2,0.20193219,6.740178907055509e-05,0.21790482689634125,1.647365235531781e-05,0.20193219,0.21790482689634125
GENE_GENE_EPB41L3,0.2018914,6.763539641868888e-05,0.20216167644366076,6.610097991771668e-05,0.2018914,0.20216167644366076
GENE_GENE_MICAL1,0.20188382,6.76791970917134e-05,0.1696131870740226,0.0008465710990007483,0.20188382,0.1696131870740226
GENE_GENE_PCDH17,0.20141864,7.040075070533077e-05,0.1851094401681869,0.00026518427481725843,0.20141864,0.1851094401681869
GENE_GENE_GNG4,0.20116727,7.19143341857693e-05,0.17250220406225628,0.0006867827246127493,0.20116727,0.17250220406225628
GENE_GENE_LRCH2,0.20058155,7.556003597736489e-05,0.21878878301854804,1.5190210456292913e-05,0.20058155,0.21878878301854804
GENE_GENE_LRRN3,0.20040596,7.668655667154902e-05,0.2640498372384795,1.513486925827584e-07,0.20040596,0.2640498372384795
GENE_GENE_SCG3,0.20022596,7.785778083177697e-05,0.23894874707537891,2.1804990008715074e-06,0.20022596,0.23894874707537891
GENE_GENE_CDC25A,0.20009449,7.872394202996023e-05,0.14202955986572177,0.005298964430315319,0.20009449,0.14202955986572177
GENE_GENE_INSM1,0.1999528,7.966699750322509e-05,0.2817054355566105,1.9494695947909782e-08,0.1999528,0.2817054355566105
GENE_GENE_AKT3,0.19940262,8.343317603485909e-05,0.22859664812993796,6.0391844317995784e-06,0.19940262,0.22859664812993796
GENE_GENE_SOBP,0.19922768,8.466477264728777e-05,0.1548239293343732,0.0023470667819033607,0.19922768,0.1548239293343732
GENE_GENE_TBC1D7,0.19883098,8.75224770990161e-05,0.20156742735071717,6.95191849082292e-05,0.19883098,0.20156742735071717
GENE_GENE_FGF14,0.19881612,8.763156151647207e-05,0.22263296429419144,1.0633814776695673e-05,0.19881612,0.22263296429419144
GENE_GENE_MXI1,0.19862005,8.907819860223765e-05,0.18742730833135535,0.00022108354103016095,0.19862005,0.18742730833135535
GENE_GENE_MBTD1,0.19858268,8.935704626639763e-05,0.18417346521891587,0.0002852190226221952,0.19858268,0.18417346521891587
GENE_GENE_ZNF397,0.19802538,9.360705071131464e-05,0.19381506222237296,0.0001324256258368785,0.19802538,0.19381506222237296
GENE_GENE_RNF157,0.19764364,9.662690294529778e-05,0.20842015360618493,3.852375940999375e-05,0.19764364,0.20842015360618493
GENE_GENE_TAGLN3,0.19720641,0.00010019878016501604,0.17873630938252347,0.00043241802927807715,0.19720641,0.17873630938252347
GENE_GENE_SULT4A1,0.19679065,0.0001037091984999304,0.15301871757485336,0.0026428159040013683,0.19679065,0.15301871757485336
GENE_GENE_ZNF738,0.19668037,0.00010466066155290717,0.1393073310501509,0.0062513049906860844,0.19668037,0.1393073310501509
GENE_GENE_SLAIN1,0.1962703,0.00010826653100829091,0.1112856464684141,0.02922694928961679,0.1962703,0.1112856464684141
GENE_GENE_ZFP82,0.19618684,0.00010901572856481643,0.12471114068698924,0.014468512760465952,0.19618684,0.12471114068698924
GENE_GENE_PLEKHO1,0.19606446,0.0001101210600309355,0.1331802499067512,0.00897695506760387,0.19606446,0.1331802499067512
GENE_GENE_CECR6,0.19592024,0.00011143815106375918,0.21993510732087754,1.3666808592862078e-05,0.19592024,0.21993510732087754
GENE_GENE_MTHFD2,0.19572204,0.0001132713885492179,0.1093664168729443,0.03214689816609869,0.19572204,0.1093664168729443
GENE_GENE_KNTC1,0.1956806,0.00011365881382347525,0.1649865636973992,0.0011753847621210902,0.1956806,0.1649865636973992
GENE_GENE_CASP8AP2,0.19524297,0.00011782224773301062,0.20352204909972535,5.8862942321911616e-05,0.19524297,0.20352204909972535
GENE_GENE_ZMAT4,0.1948449,0.00012173315590298637,0.19623868298803024,0.00010854983620343476,0.1948449,0.19623868298803024
GENE_GENE_KCNH2,0.19465566,0.00012363562742828018,0.1423402478722322,0.005199025259121757,0.19465566,0.1423402478722322
GENE_GENE_nan,0.19450289,0.00012519183144148394,0.26152004001220713,2.0061308232848295e-07,0.19450289,0.26152004001220713
GENE_GENE_ZNF124,0.19446075,0.00012562355201552764,0.20914537486012683,3.614922177518665e-05,0.19446075,0.20914537486012683
GENE_GENE_GPM6B,0.1942336,0.00012797760237301986,0.23832355633922214,2.321948954720768e-06,0.1942336,0.23832355633922214
GENE_GENE_GPR137C,0.19415092,0.0001288454374770226,0.1200864246719338,0.018569778075969313,0.19415092,0.1200864246719338
GENE_GENE_DDX39A,0.1936742,0.00013395471502474494,0.1616039639211963,0.001486205167147631,0.1936742,0.1616039639211963
GENE_GENE_ZNF667,0.19340833,0.00013688581432563123,0.17144764504425078,0.0007415580460830422,0.19340833,0.17144764504425078
GENE_GENE_NELL2,0.19302145,0.00014126005779748423,0.18758371197992607,0.00021836967992120137,0.19302145,0.18758371197992607
GENE_GENE_FADS1,0.19284189,0.00014333374083658356,0.1768272523820827,0.0004990474478092039,0.19284189,0.1768272523820827
GENE_GENE_SHD,0.19280249,0.0001437933221478162,0.1547668226517638,0.002355940093878565,0.19280249,0.1547668226517638
GENE_GENE_PODXL2,0.1926541,0.00014553295908576578,0.24233685700722254,1.546407333389052e-06,0.1926541,0.24233685700722254
GENE_GENE_nan,0.192606,0.00014610215479452334,0.18320991997558578,0.00030731306862795296,0.192606,0.18320991997558578
GENE_GENE_TCEAL2,0.19254428,0.00014683502023542,0.20781000983350853,4.063498470736121e-05,0.19254428,0.20781000983350853
GENE_GENE_WNK3,0.19232544,0.00014945900880463455,0.19358321182733715,0.0001349513242559753,0.19232544,0.19358321182733715
GENE_GENE_CCDC88A,0.19228634,0.000149932645708849,0.09325556949577837,0.06793304698301264,0.19228634,0.09325556949577837
GENE_GENE_SLC10A4,0.19224337,0.0001504555619910059,0.21615895527449053,1.9317031411989317e-05,0.19224337,0.21615895527449053
GENE_GENE_PROSER1,0.19164,0.00015796892554255902,0.15668127564341663,0.002074570521802459,0.19164,0.15668127564341663
GENE_GENE_SACS,0.19154517,0.00015918216683227408,0.0877858923061273,0.08580482927034329,0.19154517,0.0877858923061273
GENE_GENE_EIF1AX,0.19125101,0.00016299801482266884,0.18595185819402527,0.00024828339401640324,0.19125101,0.18595185819402527
GENE_GENE_PNMAL1,0.19101754,0.00016608899811298674,0.14909421518429353,0.0034060401346587012,0.19101754,0.14909421518429353
GENE_GENE_SLC16A1,0.19013263,0.00017830670936077618,-0.0016608880675460312,0.9741207304209034,0.19013263,0.0016608880675460312
GENE_GENE_CCDC77,0.1899273,0.00018125884066684503,0.14619142280695804,0.004093635504542981,0.1899273,0.14619142280695804
GENE_GENE_DOCK10,0.18988277,0.0001819060334647791,0.12290763087189918,0.015962183128846664,0.18988277,0.12290763087189918
GENE_GENE_ST18,0.18884677,0.00019756705480640833,0.19383731477399882,0.00013218556183878686,0.18884677,0.19383731477399882
GENE_GENE_ZEB1,0.18883003,0.0001978312686114155,0.08128369672103354,0.11177434698354972,0.18883003,0.08128369672103354
GENE_GENE_CXXC4,0.18862446,0.00020108865153395532,0.2244593689600217,8.956632903944265e-06,0.18862446,0.2244593689600217
GENE_GENE_C5orf30,0.18809506,0.00020971226942146493,0.17713454952358346,0.0004877149381181409,0.18809506,0.17713454952358346
GENE_GENE_MCM6,0.18807206,0.0002100947726965396,0.12843070767352752,0.011770445147509283,0.18807206,0.12843070767352752
GENE_GENE_SLC43A1,0.18791279,0.00021276051636944714,0.12249203146722729,0.016324946600191393,0.18791279,0.12249203146722729
GENE_GENE_GAMT,0.18768524,0.00021662451879538296,0.1714063188769455,0.0007437847097810168,0.18768524,0.1714063188769455
GENE_GENE_SCG2,0.18715242,0.0002259304886333042,0.2032166593197925,6.0419567398752886e-05,0.18715242,0.2032166593197925
GENE_GENE_FKBP5,0.18712386,0.00022643843339719723,0.1442217540944695,0.004629217610775844,0.18712386,0.1442217540944695
GENE_GENE_PRIM1,0.18696514,0.00022928893369335523,0.1351831914821471,0.00798770235654605,0.18696514,0.1351831914821471
GENE_GENE_MPP1,0.18672685,0.0002336298335729452,0.13424667695229053,0.00843745611551078,0.18672685,0.13424667695229053
GENE_GENE_CAMK4,0.18587115,0.0002498584120200295,0.14688019226204604,0.003919998634311172,0.18587115,0.14688019226204604
GENE_GENE_APLP1,0.18580544,0.00025114671207351126,0.16703167915635278,0.001017729029457301,0.18580544,0.16703167915635278
GENE_GENE_UBR7,0.18568957,0.0002534344982247885,0.18271527754230102,0.0003192656226984155,0.18568957,0.18271527754230102
GENE_GENE_ELOVL2,0.18550959,0.000257027213495109,0.158185971991455,0.0018753586069371326,0.18550959,0.158185971991455
GENE_GENE_RAB3C,0.18546553,0.0002579123723160254,0.2169204163982232,1.8023929657929065e-05,0.18546553,0.2169204163982232
GENE_GENE_YPEL1,0.18541795,0.00025887510953299155,0.13678240819232987,0.0072689292249473614,0.18541795,0.13678240819232987
GENE_GENE_TMEM108,0.18503246,0.0002667805340742917,0.167366315146994,0.000993870944639963,0.18503246,0.167366315146994
GENE_GENE_PCP4,0.18472916,0.0002731615953247747,0.1648710710932507,0.0011849256956692848,0.18472916,0.1648710710932507
GENE_GENE_ZNF292,0.18457325,0.00027649373444045187,0.16734745346037774,0.0009952018633231593,0.18457325,0.16734745346037774
GENE_GENE_GNAZ,0.18437248,0.0002808455682480573,0.18935310772778136,0.00018976186861253123,0.18437248,0.18935310772778136
GENE_GENE_CHGB,0.18347031,0.0003011913804390557,0.16709250279746363,0.0010133536832815865,0.18347031,0.16709250279746363
GENE_GENE_ZNF804A,0.18337214,0.0003034849563880979,0.16170229900647654,0.0014761950930518412,0.18337214,0.16170229900647654
GENE_GENE_ZNF610,0.18334414,0.0003041428495651692,0.17801235970296023,0.00045664616904858796,0.18334414,0.17801235970296023
GENE_GENE_CTPS1,0.18303482,0.000311496658313286,0.12135482011461123,0.01735470780778061,0.18303482,0.12135482011461123
GENE_GENE_KCNN2,0.18260227,0.00032205609024587445,0.2277247719643281,6.566228416718757e-06,0.18260227,0.2277247719643281
GENE_GENE_SIX3,0.18256661,0.00032294106264805415,0.19644637346987215,0.00010670418825921381,0.18256661,0.19644637346987215
